Date,predicted_ret,actual_ret,strategy_ret,cum_strategy,cum_bh
2024-12-30,0.007826047392293166,0.002548853016142671,0.002548853016142671,-0.03252487317625019,0.2645566907194399
2024-12-31,0.009485013981158141,-0.0289830508474576,-0.0289830508474576,-0.06056525397063339,0.2279059798528258
2025-01-02,0.008247874139904094,-0.01146215162622912,-0.01146215162622912,-0.07133319747257005,0.21383153532899923
2025-01-03,0.00734409602732575,0.00517951736315477,0.00517951736315477,-0.06652315164429379,0.2201185968421806
2025-01-06,0.005625686430110238,0.010129991802318713,0.010129991802318713,-0.05706703882279607,0.2324783882260486
2025-01-07,0.00678882982052829,-0.004347574053678048,-0.004347574053678048,-0.061166509699167815,0.2271200971636782
2025-01-08,0.0024268692929862185,0.0013972985561248783,0.0013972985561248783,-0.059854679018728874,0.22883475030363676
2025-01-10,0.004430790673333454,-0.008313953488372133,-0.008313953488372133,-0.06767100348967792,0.218618275344717
2025-01-13,0.003527997304560254,-0.020812569619510952,-0.020812569619510952,-0.08707516563783779,0.1932556976494968
2025-01-14,0.0036097881416356815,-0.004909591665668911,-0.004909591665668911,-0.09155725379600443,0.1873972994213049
2025-01-15,0.004160705414010465,0.016425992779783505,0.016425992779783505,-0.07663517980601098,0.20690147888833366
2025-01-16,0.004102484672733604,0.012786361214704294,0.012786361214704294,-0.06482870368206006,0.22233335714796065
2025-01-17,0.004418554489291325,0.026126600035069256,0.026126600035069256,-0.04039585725888395,0.254268771879689
2025-01-21,0.007059827951903793,-0.004329004329004277,-0.004329004329004277,-0.044549987746940745,0.248839036936487
2025-01-22,0.005431826970225873,0.021167048054919844,0.021167048054919844,-0.024325931423506586,0.27527327284418135
2025-01-23,0.0024862713976234524,-0.013669467787114833,-0.013669467787114833,-0.0376628766746363,0.25784096592126926
2025-01-24,0.0015368480398603643,-0.005111893672611642,-0.005111893672611642,-0.042582241726282555,0.2514110166464245
2025-01-27,0.007495681879414345,0.014957752911623684,0.014957752911623684,-0.028261423464823743,0.27012931342430546
2025-01-28,0.003311552516570769,-0.023174710316121075,-0.023174710316121075,-0.05078118347902627,0.2406944345216835
2025-01-29,0.003037659474325492,0.033801681446504694,0.033801681446504694,-0.018695991419956037,0.28263199256983684
2025-01-30,0.008619729359405044,-0.016766000111401943,-0.016766000111401943,-0.035148534537128184,0.2611273844395232
2025-01-31,0.00039680179549517614,-0.0036823022886925314,-0.0036823022886925314,-0.038701409296650446,0.2564835321854688
2025-02-03,0.00315490378003718,0.0020469665093534157,0.0020469665093534157,-0.036733663275992035,0.25905551189540654
2025-02-04,0.0038224051066037537,0.031833399534699054,0.031833399534699054,-0.006069621120730728,0.2991355290419382
2025-02-05,0.007995963709149161,0.016278046634403916,0.016278046634403916,0.010109623938016732,0.3202829177680939
2025-02-06,0.00831855950842499,-0.017911255411255423,-0.017911255411255423,-0.007982707529704203,0.29663499321283204
2025-02-07,0.00014101076900814442,-0.005179348724447615,-0.005179348724447615,-0.013120711028090204,0.289919268414661
2025-02-10,0.0031891741914545245,0.031570202160066396,0.031570202160066396,0.018035267632335428,0.3306422804886766
2025-02-12,0.004736472593194379,-0.0043489932885906165,-0.0043489932885906165,0.013607839085853835,0.3248553261413165
2025-02-13,0.004622384086831834,-0.005500431406384869,-0.005500431406384869,0.008032558693988001,0.3175680502964926
2025-02-14,0.0016253459759805562,0.0029823229584644366,0.0029823229584644366,0.011038837336660778,0.321497463742231
2025-02-18,0.0013732975617493789,0.006379412877763999,0.006379412877763999,0.01748867151548561,0.3299278416803606
2025-02-19,0.002745132972420256,-0.028310502283105075,-0.028310502283105075,-0.011316943842487048,0.29227691648210374
2025-02-20,0.003035882082687433,-0.020621406457319715,-0.020621406457319715,-0.03170497900097613,0.26562834893191445
2025-02-21,0.0021364544647734505,0.015580016934800964,0.015580016934800964,-0.01661892617592775,0.28534686004143794
2025-02-24,0.0032573864832641792,-0.009115668945583827,-0.009115668945583827,-0.0255831024922607,0.2736300635850546
2025-02-25,0.004324324480838383,-0.029337521736691637,-0.029337521736691637,-0.05417007940349372,0.23626491391012405
2025-02-26,0.0020295721161950686,0.00918862690707353,0.00918862690707353,-0.04547920114558546,0.2476244909623495
2025-02-28,0.0027084642602797472,-0.07318330183817215,-0.07318330183817215,-0.1153341848789613,0.15631921125955595
2025-03-17,0.0018490247454427575,-0.0017299969107198094,-0.0017299969107198094,-0.1168646540061401,0.15431878259627085
2025-03-18,0.0012132318953301403,0.06839140929628032,0.06839140929628032,-0.05646578309426187,0.23326427091519641
2025-03-19,1.902998555685706e-05,0.0012165450121654961,0.0012165450121654961,-0.05531793124887774,0.23476459241266023
2025-03-20,0.0029102368271028277,0.030550251692414515,0.030550251692414515,-0.026457656279220143,0.27248696149174867
2025-03-21,-3.7936849011501637e-06,0.015664477008590152,-0.015664477008590152,-0.041707687939323335,0.2924198042437669
2025-03-24,0.0009456732479923938,0.009342177998894403,0.009342177998894403,-0.032755150585080384,0.3044938201043086
2025-03-25,0.0016277606968026857,-0.022126074812421227,-0.022126074812421227,-0.054156482485164026,0.27563049224833946
2025-03-26,0.003101603355550379,0.003136376365163832,0.003136376365163832,-0.051189961231687175,0.2796313495749094
2025-03-27,0.0017752866011069273,-0.03238233487800799,-0.03238233487800799,-0.08191464564269846,0.23819389869257734
2025-03-28,0.0029463250859847368,-0.01592522070278686,-0.01592522070278686,-0.09653535753483478,0.21847538758305385
2025-03-31,0.00056682343050805,-0.06572852535913226,-0.06572852535913226,-0.15591875619818574,0.13838679717082258
2025-04-21,0.0008162339546147494,0.019957323961340572,0.019957323961340572,-0.13907315336594162,0.16110595127527372
2025-04-22,0.0006238679212040483,0.06060792517843954,0.06060792517843954,-0.08689416346103473,0.23147817389440628
2025-04-23,0.0013260601588396571,0.022567732203979732,0.022567732203979732,-0.06628743546813254,0.25926984353790106
2025-04-24,0.0003692337766327742,0.009588108476114817,0.009588108476114817,-0.05733489811388959,0.27134385939844274
2025-04-25,0.0015457833736059392,0.024445068839561802,0.024445068839561802,-0.03429138480563099,0.3024219475601919
2025-04-28,0.0018909693364699146,-0.0016456390565003365,-0.0016456390565003365,-0.035880592619993656,0.30027863113524367
