Date,Close,Volume,Open,High,Low,sentiment_score_mean,bullish_mean,bearish_mean,neutral_mean,sentiment_count
2024-12-17,173.03,13557080.0,173.04,175.79,171.71,-0.08571911460481704,0.2218081157220659,0.3075272303268829,0.4706646539510511,13
2024-12-18,172.62,15437180.0,173.28,177.94,171.0,0.13476534621701206,0.3834295270827559,0.24866418086574393,0.36790629205150005,15
2024-12-19,177.04,14777070.0,175.0,179.58,173.72,0.4742529577544267,0.554164137562577,0.07991117980815028,0.3659246826292726,15
2024-12-20,177.35,23233670.0,176.86,182.0,175.31,0.47735360022308365,0.5249687225478367,0.047615122324753,0.4274161551274102,8
2024-12-23,177.69,8486421.0,178.12,179.65,174.29,0.0685327259579838,0.2580428646304717,0.1895101386724879,0.5524469966970403,11
2024-12-24,179.34,4316969.0,177.69,180.95,177.5,0.627901041895776,0.6980009649560305,0.07009992306025445,0.2318991119837149,5
2024-12-26,180.38,5917678.0,178.98,182.57,178.33,0.2751495667691406,0.3957162785988254,0.12056671182968473,0.4837170095714899,10
2024-12-27,180.72,6806925.0,180.01,181.43,179.4,0.17988345565275193,0.46716575144754946,0.28728229579479747,0.2455519527576529,5
2024-12-30,176.55,18082310.0,173.72,178.17,170.15,-0.5070560424132956,0.09602228323969712,0.6030783256529929,0.3008993911073099,38
2024-12-31,177.0,9748554.0,177.54,179.35,175.82,0.16175204010273397,0.3141368321863033,0.1523847920835693,0.5334783757301274,17
2025-01-02,171.87,12449950.0,178.31,179.19,169.82,-0.2803249517431869,0.2353744119275795,0.5156993636707664,0.24892622440165404,12
2025-01-03,169.9,10513770.0,171.4,173.98,169.8,0.15987836079932147,0.28101334966136593,0.12113498886204443,0.5978516614765895,24
2025-01-06,170.78,11133430.0,173.5,173.94,170.19,0.29944532960642034,0.41332165584770886,0.11387632624128848,0.47280201791100257,16
2025-01-07,172.51,7045017.0,171.17,175.02,170.8,0.6016868839345878,0.6547524923823728,0.053065608447785004,0.29218189916984205,7
2025-01-08,171.76,5108711.0,171.15,173.78,169.61,-0.4712545190324082,0.0286706518822572,0.4999251709146653,0.4714041772030773,2
2025-01-10,172.0,7556765.0,171.49,173.54,167.41,-0.1527597412238794,0.3353747334414576,0.48813447466533705,0.17649079189320538,3
2025-01-13,170.57,6049552.0,171.18,172.5,167.91,-0.4069762764428483,0.0836422097094951,0.4906184861523434,0.42573930413816147,4
2025-01-14,167.02,7966857.0,171.37,171.88,164.62,-0.08410799749895687,0.2638422898531373,0.3479502873520941,0.38820742279476855,16
2025-01-15,166.2,6451034.0,169.01,169.99,165.97,-0.05715397504432153,0.16337148316853425,0.22052545821285574,0.61610305861861,5
2025-01-16,168.93,5812341.0,166.79,170.64,166.57,0.009990303741544082,0.3249052507586163,0.3149149470170723,0.36017980222431123,4
2025-01-17,171.09,9557133.0,169.8,171.77,169.45,0.04672224303241555,0.13363520785696406,0.0869129648245484,0.7794518273184874,2
2025-01-21,175.56,8755311.0,172.38,177.09,171.93,0.38403672525263516,0.5528295768996495,0.16879285164701432,0.2783775714533362,7
2025-01-22,174.8,5134446.0,175.29,176.23,173.88,0.13513553951000937,0.28165766361619426,0.14652212410618481,0.5718202122776208,8
2025-01-23,178.5,7097348.0,174.01,178.67,173.75,-0.33107931955225883,0.22367188129537735,0.5547512008476362,0.22157691785698644,15
2025-01-24,176.06,9304227.0,176.0,180.43,174.37,-0.4650229185414352,0.17274458222112393,0.6377675007625592,0.18948791701631684,9
2025-01-27,175.16,7148613.0,175.55,178.18,174.4,0.3532928771780002,0.645156969947264,0.2918640927692638,0.0629789372834721,1
2025-01-28,177.78,22768850.0,181.31,188.48,174.02,-0.057598399354319006,0.29418935396109086,0.3517877533154099,0.3540228927234992,23
2025-01-29,173.66,12263460.0,179.13,182.55,170.65,-0.21072582955962593,0.14942923269161076,0.3601550622512368,0.49041570505715243,7
2025-01-30,179.53,6996317.0,174.59,179.94,173.72,0.5029509638002713,0.5238083442403043,0.020857380440033026,0.45533427531966264,4
2025-01-31,176.52,6116155.0,180.51,181.78,175.74,-0.553040174466029,0.020085411849541,0.5731255863155701,0.40678900183488886,4
2025-02-03,175.87,6501722.0,174.11,178.2,173.13,-0.10525733036663841,0.14227805796630402,0.2475353883329424,0.6101865537007535,6
2025-02-04,176.23,4503584.0,176.9,177.45,174.25,-0.025670542739245,0.0344005256652714,0.0600710684045165,0.905528405930212,1
2025-02-05,181.84,7430431.0,176.0,181.86,175.51,0.7356304301242843,0.7564394350410348,0.020809004916750456,0.22275156004221458,7
2025-02-06,184.8,6919404.0,182.0,185.85,182.0,0.7939545376294939,0.8034844306911901,0.00952989306169625,0.18698567624711354,2
2025-02-07,181.49,5392310.0,185.26,186.11,180.93,-0.6667763739873338,0.0252863329031914,0.6920627068905252,0.2826509602062833,1
2025-02-10,180.55,3989106.0,183.12,183.55,179.9,-0.22517961673939188,0.12411304750583314,0.34929266424522504,0.5265942882489418,3
2025-02-12,186.25,7686842.0,178.34,186.27,178.25,0.49832364214917735,0.5226641934267572,0.0243405512775797,0.45299525529566315,2
2025-02-13,185.44,6846329.0,187.0,188.24,185.09,0.42910718520825875,0.4652909062957533,0.0361837210874945,0.4985253726167521,2
2025-02-14,184.42,5044712.0,186.75,186.82,183.58,-0.39983621833009153,0.0833415964626918,0.4831778147927833,0.4334805887445248,2
2025-02-18,184.97,6929627.0,185.68,188.66,184.22,-0.9477261837478506,0.010150699708870125,0.9578768834567206,0.031972416834409025,4
2025-02-19,186.15,7264764.0,185.31,187.23,181.83,-0.27337386877660586,0.07961890615229235,0.3529927749288982,0.5673883189188094,2
2025-02-20,180.88,7863048.0,185.58,185.8,180.11,-0.26609251381987015,0.11810798230174112,0.3842004961216112,0.4976915215766475,14
2025-02-21,177.15,8980339.0,181.28,182.2,174.71,-0.05159786303685062,0.19373329896822297,0.2453311620050736,0.5609355390267033,7
2025-02-24,179.91,8392903.0,177.48,183.04,176.55,0.25846822878983094,0.42204380257704727,0.1635755737872163,0.4143806236357363,7
2025-02-25,178.27,5613880.0,180.45,181.88,176.34,0.23801803508552166,0.37450605753190097,0.13648802244637934,0.48900592002171955,10
2025-02-26,173.04,7111736.0,179.49,179.49,171.83,-0.15877883449090943,0.2568059262094639,0.4155847607003733,0.32760931309016267,7
2025-02-28,174.63,5803347.0,174.36,176.3,173.48,0.7479136188887461,0.7613540197960859,0.013440400907339833,0.22520557929657414,3
2025-03-17,161.85,5602688.0,160.5,162.77,159.62,-0.3210745019290551,0.050817092980944945,0.3718915949100001,0.5772913121090548,7
2025-03-18,161.57,4195165.0,161.44,162.23,158.79,-0.06443871973336607,0.2383943930854004,0.3028331128187665,0.458772494095833,10
2025-03-19,172.62,14114840.0,165.32,174.2,165.0,0.17982790592779507,0.3667366339322855,0.18690872800449035,0.44635463806322406,25
2025-03-20,172.83,4934361.0,171.14,173.1,170.31,-0.24163636503559757,0.07033338347022233,0.31196974850581993,0.6176968680239576,3
2025-03-21,178.11,26802360.0,172.06,183.46,170.77,0.21854038149488736,0.4458472702183695,0.22730688872348218,0.32684584105814823,33
2025-03-24,180.9,9986066.0,182.03,184.4,180.44,0.048509625192902785,0.3594366165373301,0.3109269913444273,0.3296363921182425,24
2025-03-25,182.59,7174436.0,182.16,183.85,180.36,0.061417898886024884,0.2807962777026079,0.219378378816583,0.4998253434808091,28
2025-03-26,178.55,6633607.0,182.53,183.23,177.28,-0.09706587314224233,0.20346126480137278,0.30052713794361513,0.49601159725501204,27
2025-03-27,179.11,4788639.0,178.53,182.22,178.03,0.03681567110361361,0.27757090840373233,0.24075523730011866,0.4816738542961489,18
2025-03-28,173.31,8211108.0,177.75,178.5,172.45,-0.07031652967547389,0.23931399644231813,0.309630526117792,0.4510554774398898,15
2025-03-31,170.55,7477456.0,170.65,172.21,166.79,0.20824788505132322,0.474653213755161,0.26640532870383765,0.25894145754100123,14
2025-04-21,159.34,5703810.0,160.0,160.0,156.47,0.1831885741871678,0.38223632156191245,0.19904774737474465,0.41871593106334276,19
2025-04-22,162.52,9147290.0,162.5,163.09,158.5,0.10656682446944692,0.19671772840261373,0.09015090393316683,0.7131313676642193,31
2025-04-23,172.37,16264680.0,174.0,176.58,169.91,0.06788277383838232,0.3259033216121848,0.2580205477738025,0.41607613061401255,57
2025-04-24,176.26,10984170.0,171.2,177.4,169.0,0.28265691861412934,0.46313858892483556,0.18048167031070614,0.3563797407644582,27
2025-04-25,177.95,7644173.0,176.5,180.33,175.86,0.12426010737680468,0.25174252411252745,0.12748241673572272,0.6207750591517497,7
2025-04-28,182.3,9302600.0,182.75,184.53,180.75,0.08235617415038034,0.36988922877095604,0.2875330546205757,0.3425777166084681,30
2025-04-29,182.0,6795042.0,182.52,184.25,181.2,0.06890540213402815,0.2870510184339812,0.21814561629995297,0.4948033652660658,20
