Date,Close/Last,Volume,Open,High,Low
01/22/2025,$147.07,237651400,$144.66,$147.79,$143.67
01/21/2025,$140.83,197749000,$139.16,$141.83,$137.09
01/17/2025,$137.71,201188800,$136.69,$138.50,$135.46
01/16/2025,$133.57,209235600,$138.64,$138.75,$133.49
01/15/2025,$136.24,185217300,$133.65,$136.45,$131.29
01/14/2025,$131.76,195590500,$136.05,$136.38,$130.05
01/13/2025,$133.23,204808900,$129.99,$133.49,$129.51
01/10/2025,$135.91,207602500,$137.45,$139.92,$134.22
01/08/2025,$140.11,227349900,$142.58,$143.95,$137.56
01/07/2025,$140.14,351782200,$153.03,$153.13,$140.01
01/06/2025,$149.43,265377400,$148.59,$152.16,$147.82
01/03/2025,$144.47,229322500,$140.01,$144.90,$139.73
01/02/2025,$138.31,198247200,$136.00,$138.88,$134.63
12/31/2024,$134.29,155659200,$138.03,$138.07,$133.83
12/30/2024,$137.49,167734700,$134.83,$140.27,$134.02
12/27/2024,$137.01,170582600,$138.55,$139.02,$134.71
12/26/2024,$139.93,116519100,$139.70,$140.85,$137.73
12/24/2024,$140.22,105157000,$140.00,$141.90,$138.65
12/23/2024,$139.67,176053500,$136.28,$139.79,$135.12
12/20/2024,$134.70,306528600,$129.81,$135.28,$128.22
12/19/2024,$130.68,209719200,$131.76,$134.03,$129.55
12/18/2024,$128.91,277444500,$133.86,$136.70,$128.28
12/17/2024,$130.39,259410300,$129.09,$131.59,$126.86
12/16/2024,$132.00,237951100,$134.18,$134.40,$130.42
12/13/2024,$134.25,231514900,$138.94,$139.60,$132.54
12/12/2024,$137.34,159211400,$137.08,$138.44,$135.80
12/11/2024,$139.31,184905200,$137.36,$140.17,$135.21
12/10/2024,$135.07,210020900,$139.01,$141.82,$133.79
12/09/2024,$138.81,189308600,$138.97,$139.95,$137.13
12/06/2024,$142.44,188505600,$144.60,$145.70,$141.31
12/05/2024,$145.06,172621200,$145.11,$146.54,$143.95
12/04/2024,$145.14,231224300,$142.00,$145.79,$140.29
12/03/2024,$140.26,164414000,$138.26,$140.54,$137.95
12/02/2024,$138.63,171682800,$138.83,$140.45,$137.83
11/29/2024,$138.25,141863200,$136.78,$139.35,$136.05
11/27/2024,$135.34,226370900,$135.01,$137.22,$131.80
11/26/2024,$136.92,190287700,$137.70,$139.30,$135.67
11/25/2024,$136.02,344941900,$141.99,$142.05,$135.82
11/22/2024,$141.95,236406200,$145.93,$147.16,$141.10
11/21/2024,$146.67,400946600,$149.35,$152.89,$140.70
11/20/2024,$145.89,309871700,$147.41,$147.56,$142.73
11/19/2024,$147.01,227834900,$141.32,$147.13,$140.99
11/18/2024,$140.15,221866000,$139.50,$141.55,$137.15
11/15/2024,$141.98,250132900,$144.87,$145.24,$140.08
11/14/2024,$146.76,194463300,$147.64,$149.00,$145.55
11/13/2024,$146.27,191903300,$149.07,$149.33,$145.90
11/12/2024,$148.29,198634700,$146.78,$149.65,$146.01
11/11/2024,$145.26,182325600,$148.68,$148.85,$143.57
11/08/2024,$147.63,175665800,$148.77,$149.77,$146.26
11/07/2024,$148.88,207323300,$146.39,$148.93,$146.17
11/06/2024,$145.61,242043900,$142.96,$146.49,$141.96
11/05/2024,$139.91,160537400,$137.45,$140.37,$137.33
11/04/2024,$136.05,187528200,$137.21,$138.96,$135.57
11/01/2024,$135.40,207127800,$134.70,$137.31,$134.57
10/31/2024,$132.76,270039600,$137.60,$137.61,$132.11
10/30/2024,$139.34,179418100,$139.54,$140.33,$136.81
10/29/2024,$141.25,157593600,$140.29,$142.26,$138.90
10/28/2024,$140.52,173586700,$143.00,$143.14,$140.05
10/25/2024,$141.54,205122100,$140.93,$144.13,$140.80
10/24/2024,$140.41,172354900,$140.82,$141.35,$138.46
10/23/2024,$139.56,285930000,$142.03,$142.43,$137.46
10/22/2024,$143.59,226311600,$142.91,$144.42,$141.78
10/21/2024,$143.71,264554500,$138.13,$143.71,$138.00
10/18/2024,$138.00,176090200,$138.67,$138.90,$137.28
10/17/2024,$136.93,306435900,$139.34,$140.89,$136.87
10/16/2024,$135.72,264879700,$133.98,$136.62,$131.58
10/15/2024,$131.60,377831000,$137.87,$138.57,$128.74
10/14/2024,$138.07,232347700,$136.47,$139.60,$136.30
10/11/2024,$134.80,170209500,$134.01,$135.78,$133.66
10/10/2024,$134.81,242311300,$131.91,$135.00,$131.00
10/09/2024,$132.65,246191600,$134.11,$134.52,$131.38
10/08/2024,$132.89,285722500,$130.26,$133.48,$129.42
10/07/2024,$127.72,346250200,$124.99,$130.64,$124.95
10/04/2024,$124.92,244465600,$124.94,$125.04,$121.83
10/03/2024,$122.85,277118000,$120.92,$124.36,$120.34
10/02/2024,$118.85,221845900,$116.44,$119.38,$115.14
10/01/2024,$117.00,302094500,$121.77,$122.44,$115.79
09/30/2024,$121.44,227053700,$118.31,$121.50,$118.15
09/27/2024,$121.40,271009200,$123.97,$124.03,$119.26
09/26/2024,$124.04,302582900,$126.80,$127.67,$121.80
09/25/2024,$123.51,284692900,$122.02,$124.94,$121.61
09/24/2024,$120.87,354966800,$116.52,$121.80,$115.38
09/23/2024,$116.26,206228500,$116.55,$116.99,$114.86
09/20/2024,$116.00,382462400,$117.06,$118.62,$115.39
09/19/2024,$117.87,293506400,$117.35,$119.66,$117.25
09/18/2024,$113.37,310318900,$115.89,$117.70,$113.22
09/17/2024,$115.59,231925900,$118.17,$118.80,$114.83
09/16/2024,$116.78,248772300,$116.79,$118.18,$114.36
09/13/2024,$119.10,238358300,$119.08,$119.96,$117.60
09/12/2024,$119.14,367100500,$116.84,$120.79,$115.38
09/11/2024,$116.91,441422400,$109.39,$117.19,$107.42
09/10/2024,$108.10,268283700,$107.81,$109.40,$104.95
09/09/2024,$106.47,273912000,$104.88,$106.55,$103.69
09/06/2024,$102.83,413638100,$108.04,$108.15,$100.95
09/05/2024,$107.21,306850700,$104.99,$109.65,$104.76
09/04/2024,$106.21,372470300,$105.41,$113.27,$104.12
09/03/2024,$108.00,477155100,$116.01,$116.21,$107.29
08/30/2024,$119.37,333751600,$119.53,$121.75,$117.22
08/29/2024,$117.59,453023300,$121.36,$124.43,$116.71
08/28/2024,$125.61,448101100,$128.12,$128.33,$122.64
08/27/2024,$128.30,303134600,$125.05,$129.20,$123.88
08/26/2024,$126.46,331964700,$129.57,$131.26,$124.37
08/23/2024,$129.37,323230300,$125.86,$129.60,$125.22
08/22/2024,$123.74,376189100,$130.02,$130.75,$123.10
08/21/2024,$128.50,257883600,$127.32,$129.35,$126.66
08/20/2024,$127.25,300087400,$128.40,$129.88,$125.89
08/19/2024,$130.00,318333600,$124.28,$130.00,$123.42
08/16/2024,$124.58,302589900,$121.94,$125.00,$121.18
08/15/2024,$122.86,318086700,$118.76,$123.24,$117.47
08/14/2024,$118.08,339246400,$118.53,$118.60,$114.07
08/13/2024,$116.14,312646700,$112.44,$116.23,$111.58
08/12/2024,$109.02,325559900,$106.32,$111.07,$106.26
08/09/2024,$104.75,290844200,$105.64,$106.60,$103.43
08/08/2024,$104.97,391910000,$102.00,$105.50,$97.52
08/07/2024,$98.91,411440400,$107.81,$108.80,$98.69
08/06/2024,$104.25,409012100,$103.84,$107.71,$100.55
08/05/2024,$100.45,552842400,$92.06,$103.41,$90.69
08/02/2024,$107.27,482027500,$103.76,$108.72,$101.37
08/01/2024,$109.21,523462300,$117.53,$120.16,$106.81
